temp,rain_1h,snow_1h,clouds_all,weather_main,date_time,traffic_volume,high_traffic
292.33,0.0,0.0,40,Clouds,1/05/2013 15:00,5599,1
292.22,0.0,0.0,1,Clear,1/05/2013 16:00,6421,1
292.24,0.0,0.0,90,Clouds,1/05/2013 17:00,6312,1
292.43,0.0,0.0,75,Clouds,1/05/2013 18:00,4541,0
291.61,0.0,0.0,1,Clear,1/05/2013 19:00,3211,0
290.47,0.0,0.0,40,Clouds,1/05/2013 20:00,2761,0
288.47,0.0,0.0,75,Clouds,1/05/2013 21:00,2498,0
288.14,0.0,0.0,75,Clouds,1/05/2013 22:00,1582,0
287.27,0.0,0.0,90,Clouds,1/05/2013 23:00,1080,0
286.85,0.0,0.0,75,Clouds,2/05/2013 0:00,544,0
285.64,0.0,0.0,90,Clouds,2/05/2013 1:00,341,0
284.88,0.0,0.0,75,Clouds,2/05/2013 2:00,268,0
283.92,0.0,0.0,75,Clouds,2/05/2013 3:00,304,0
281.64,0.0,0.0,90,Rain,2/05/2013 4:00,708,0
281.64,0.0,0.0,90,Rain,2/05/2013 4:00,708,0
281.09,0.0,0.0,90,Rain,2/05/2013 5:00,2575,0
279.67,0.0,0.0,90,Rain,2/05/2013 6:00,5596,1
278.73,0.0,0.0,90,Rain,2/05/2013 7:00,6818,1
278.73,0.0,0.0,90,Mist,2/05/2013 7:00,6818,1
278.73,0.0,0.0,90,Rain,2/05/2013 7:00,6818,1
277.33,0.0,0.0,90,Rain,2/05/2013 8:00,5857,1
277.33,0.0,0.0,90,Mist,2/05/2013 8:00,5857,1
277.33,0.0,0.0,90,Snow,2/05/2013 8:00,5857,1
277.33,0.0,0.0,90,Drizzle,2/05/2013 8:00,5857,1
276.07,0.0,0.0,75,Rain,2/05/2013 9:00,5155,1
276.07,0.0,0.0,75,Mist,2/05/2013 9:00,5155,1
276.07,0.0,0.0,75,Snow,2/05/2013 9:00,5155,1
275.43,0.0,0.0,90,Rain,2/05/2013 10:00,4492,0
275.43,0.0,0.0,90,Mist,2/05/2013 10:00,4492,0
275.43,0.0,0.0,90,Snow,2/05/2013 10:00,4492,0
275.42,0.0,0.0,90,Snow,2/05/2013 11:00,4948,0
275.42,0.0,0.0,90,Mist,2/05/2013 11:00,4948,0
275.31,0.0,0.0,90,Rain,2/05/2013 12:00,5133,1
275.31,0.0,0.0,90,Mist,2/05/2013 12:00,5133,1
275.2,0.0,0.0,90,Snow,2/05/2013 13:00,5161,1
275.2,0.0,0.0,90,Mist,2/05/2013 13:00,5161,1
275.2,0.0,0.0,90,Rain,2/05/2013 13:00,5161,1
275.85,0.0,0.0,90,Snow,2/05/2013 14:00,5556,1
275.85,0.0,0.0,90,Mist,2/05/2013 14:00,5556,1
276.28,0.0,0.0,90,Snow,2/05/2013 15:00,6100,1
276.28,0.0,0.0,90,Mist,2/05/2013 15:00,6100,1
277.02,0.0,0.0,90,Snow,2/05/2013 16:00,6752,1
277.02,0.0,0.0,90,Mist,2/05/2013 16:00,6752,1
277.81,0.0,0.0,90,Clouds,2/05/2013 17:00,6299,1
277.96,0.0,0.0,90,Rain,2/05/2013 18:00,4800,0
277.74,0.0,0.0,90,Clouds,2/05/2013 19:00,3559,0
277.69,0.0,0.0,90,Rain,2/05/2013 20:00,3130,0
277.89,0.0,0.0,90,Clouds,2/05/2013 21:00,2732,0
277.71,0.0,0.0,90,Clouds,2/05/2013 22:00,1882,0
278.19,0.0,0.0,90,Clouds,2/05/2013 23:00,1142,0
277.82,0.0,0.0,90,Clouds,3/05/2013 0:00,648,0
277.22,0.0,0.0,90,Rain,3/05/2013 1:00,396,0
276.89,0.0,0.0,90,Snow,3/05/2013 2:00,337,0
275.91,0.0,0.0,90,Snow,3/05/2013 3:00,345,0
275.91,0.0,0.0,90,Mist,3/05/2013 3:00,345,0
275.73,0.0,0.0,90,Clouds,3/05/2013 4:00,704,0
275.5,0.0,0.0,90,Clouds,3/05/2013 5:00,2494,0
275.22,0.0,0.0,90,Clouds,3/05/2013 6:00,5668,1
275.03,0.0,0.0,75,Clouds,3/05/2013 7:00,6478,1
275.12,0.0,0.0,1,Clear,3/05/2013 8:00,5761,1
275.49,0.0,0.0,90,Clouds,3/05/2013 9:00,5221,1
275.77,0.0,0.0,1,Clear,3/05/2013 10:00,4583,0
276.28,0.0,0.0,40,Clouds,3/05/2013 11:00,5068,1
276.95,0.0,0.0,75,Clouds,3/05/2013 12:00,5326,1
278.36,0.0,0.0,75,Clouds,3/05/2013 13:00,5282,1
280.02,0.0,0.0,75,Clouds,3/05/2013 14:00,5731,1
280.27,0.0,0.0,1,Clear,3/05/2013 15:00,6084,1
280.87,0.0,0.0,40,Clouds,3/05/2013 16:00,6391,1
280.4,0.0,0.0,40,Clouds,3/05/2013 17:00,5837,1
280.03,0.0,0.0,40,Clouds,3/05/2013 18:00,4775,0
279.52,0.0,0.0,1,Clear,3/05/2013 19:00,3657,0
278.99,0.0,0.0,1,Clear,3/05/2013 20:00,3018,0
277.98,0.0,0.0,1,Clear,3/05/2013 21:00,3124,0
277.23,0.0,0.0,1,Clear,3/05/2013 22:00,2972,0
276.55,0.0,0.0,1,Clear,3/05/2013 23:00,2005,0
276.08,0.0,0.0,1,Clear,4/05/2013 0:00,1187,0
275.66,0.0,0.0,1,Clear,4/05/2013 1:00,693,0
274.96,0.0,0.0,1,Clear,4/05/2013 2:00,489,0
274.41,0.0,0.0,1,Clear,4/05/2013 3:00,361,0
274.31,0.0,0.0,1,Clear,4/05/2013 4:00,420,0
273.68,0.0,0.0,90,Clouds,4/05/2013 5:00,690,0
273.53,0.0,0.0,1,Clear,4/05/2013 6:00,1339,0
273.31,0.0,0.0,90,Clouds,4/05/2013 7:00,2299,0
273.55,0.0,0.0,90,Snow,4/05/2013 8:00,3400,0
273.55,0.0,0.0,90,Mist,4/05/2013 8:00,3400,0
273.55,0.0,0.0,90,Snow,4/05/2013 8:00,3400,0
273.55,0.0,0.0,90,Fog,4/05/2013 8:00,3400,0
273.48,0.0,0.0,90,Snow,4/05/2013 9:00,4037,0
273.48,0.0,0.0,90,Mist,4/05/2013 9:00,4037,0
273.96,0.0,0.0,90,Snow,4/05/2013 10:00,4418,0
273.96,0.0,0.0,90,Mist,4/05/2013 10:00,4418,0
274.47,0.0,0.0,90,Snow,4/05/2013 11:00,4881,0
274.47,0.0,0.0,90,Mist,4/05/2013 11:00,4881,0
274.67,0.0,0.0,90,Snow,4/05/2013 12:00,4991,0
274.67,0.0,0.0,90,Mist,4/05/2013 12:00,4991,0
275.56,0.0,0.0,90,Mist,4/05/2013 13:00,4874,0
275.56,0.0,0.0,90,Snow,4/05/2013 13:00,4874,0
275.66,0.0,0.0,90,Rain,4/05/2013 14:00,4978,0
275.66,0.0,0.0,90,Snow,4/05/2013 14:00,4978,0
275.66,0.0,0.0,90,Mist,4/05/2013 14:00,4978,0
275.81,0.0,0.0,90,Mist,4/05/2013 15:00,4818,0
275.81,0.0,0.0,90,Rain,4/05/2013 15:00,4818,0
275.87,0.0,0.0,90,Mist,4/05/2013 16:00,4760,0
275.87,0.0,0.0,90,Rain,4/05/2013 16:00,4760,0
275.87,0.0,0.0,90,Rain,4/05/2013 16:00,4760,0
275.61,0.0,0.0,90,Rain,4/05/2013 17:00,4614,0
275.61,0.0,0.0,90,Mist,4/05/2013 17:00,4614,0
275.61,0.0,0.0,90,Drizzle,4/05/2013 17:00,4614,0
275.36,0.0,0.0,90,Rain,4/05/2013 18:00,4431,0
275.36,0.0,0.0,90,Mist,4/05/2013 18:00,4431,0
275.36,0.0,0.0,90,Drizzle,4/05/2013 18:00,4431,0
275.36,0.0,0.0,90,Drizzle,4/05/2013 18:00,4431,0
275.11,0.0,0.0,90,Rain,4/05/2013 19:00,3521,0
275.11,0.0,0.0,90,Rain,4/05/2013 19:00,3521,0
275.11,0.0,0.0,90,Drizzle,4/05/2013 19:00,3521,0
274.82,0.0,0.0,90,Rain,4/05/2013 20:00,3228,0
274.82,0.0,0.0,90,Drizzle,4/05/2013 20:00,3228,0
274.82,0.0,0.0,90,Drizzle,4/05/2013 20:00,3228,0
274.36,0.0,0.0,90,Rain,4/05/2013 21:00,3401,0
274.36,0.0,0.0,90,Drizzle,4/05/2013 21:00,3401,0
274.36,0.0,0.0,90,Drizzle,4/05/2013 21:00,3401,0
274.21,0.0,0.0,90,Rain,4/05/2013 22:00,2898,0
274.21,0.0,0.0,90,Drizzle,4/05/2013 22:00,2898,0
273.92,0.0,0.0,90,Rain,4/05/2013 23:00,1988,0
273.97,0.0,0.0,90,Clouds,5/05/2013 0:00,1483,0
273.97,0.0,0.0,90,Clouds,5/05/2013 1:00,912,0
273.92,0.0,0.0,90,Drizzle,5/05/2013 2:00,717,0
273.76,0.0,0.0,90,Clouds,5/05/2013 3:00,419,0
273.66,0.0,0.0,90,Clouds,5/05/2013 4:00,314,0
273.66,0.0,0.0,90,Rain,5/05/2013 5:00,504,0
273.66,0.0,0.0,90,Drizzle,5/05/2013 6:00,882,0
273.71,0.0,0.0,90,Rain,5/05/2013 7:00,1337,0
273.71,0.0,0.0,90,Drizzle,5/05/2013 7:00,1337,0
274.08,0.0,0.0,90,Rain,5/05/2013 8:00,1995,0
274.39,0.0,0.0,90,Rain,5/05/2013 9:00,2711,0
274.95,0.0,0.0,90,Drizzle,5/05/2013 10:00,3404,0
275.68,0.0,0.0,90,Clouds,5/05/2013 11:00,3728,0
276.9,0.0,0.0,90,Mist,5/05/2013 12:00,4287,0
278.21,0.0,0.0,90,Clouds,5/05/2013 13:00,4456,0
279.11,0.0,0.0,90,Clouds,5/05/2013 14:00,4410,0
279.69,0.0,0.0,90,Clouds,5/05/2013 15:00,4607,0
280.35,0.0,0.0,90,Clouds,5/05/2013 16:00,4413,0
280.95,0.0,0.0,75,Clouds,5/05/2013 17:00,5734,1
281.26,0.0,0.0,90,Clouds,5/05/2013 18:00,4470,0
281.05,0.0,0.0,90,Clouds,5/05/2013 19:00,3420,0
280.33,0.0,0.0,75,Clouds,5/05/2013 20:00,3004,0
279.8,0.0,0.0,90,Clouds,5/05/2013 21:00,2467,0
279.09,0.0,0.0,90,Clouds,5/05/2013 22:00,1735,0
278.58,0.0,0.0,90,Clouds,5/05/2013 23:00,1058,0
277.97,0.0,0.0,75,Clouds,6/05/2013 0:00,575,0
277.64,0.0,0.0,90,Clouds,6/05/2013 1:00,330,0
277.26,0.0,0.0,90,Clouds,6/05/2013 2:00,303,0
277.03,0.0,0.0,90,Clouds,6/05/2013 3:00,284,0
276.7,0.0,0.0,90,Clouds,6/05/2013 4:00,732,0
276.65,0.0,0.0,90,Rain,6/05/2013 5:00,2634,0
276.65,0.0,0.0,90,Clouds,6/05/2013 6:00,5763,1
276.65,0.0,0.0,90,Clouds,6/05/2013 7:00,6970,1
276.83,0.0,0.0,75,Clouds,6/05/2013 8:00,6289,1
277.91,0.0,0.0,90,Clouds,6/05/2013 9:00,5047,1
279.14,0.0,0.0,75,Clouds,6/05/2013 10:00,4451,0
280.38,0.0,0.0,40,Clouds,6/05/2013 11:00,4507,0
281.95,0.0,0.0,40,Clouds,6/05/2013 12:00,4818,0
283.56,0.0,0.0,1,Clear,6/05/2013 13:00,4893,0
285.64,0.0,0.0,40,Clouds,6/05/2013 14:00,5354,1
287.7,0.0,0.0,75,Clouds,6/05/2013 15:00,5881,1
289.23,0.0,0.0,1,Clear,6/05/2013 16:00,6466,1
290.44,0.0,0.0,1,Clear,6/05/2013 17:00,6027,1
291.51,0.0,0.0,90,Clouds,6/05/2013 18:00,4286,0
291.52,0.0,0.0,1,Clear,6/05/2013 19:00,3253,0
291.13,0.0,0.0,40,Clouds,6/05/2013 20:00,2758,0
289.17,0.0,0.0,1,Clear,6/05/2013 21:00,2475,0
287.28,0.0,0.0,1,Clear,6/05/2013 22:00,1524,0
285.56,0.0,0.0,1,Clear,6/05/2013 23:00,1062,0
285.08,0.0,0.0,1,Clear,7/05/2013 0:00,561,0
283.8,0.0,0.0,1,Clear,7/05/2013 1:00,336,0
282.72,0.0,0.0,1,Clear,7/05/2013 2:00,259,0
281.91,0.0,0.0,1,Clear,7/05/2013 3:00,319,0
281.0,0.0,0.0,1,Clear,7/05/2013 4:00,733,0
280.37,0.0,0.0,40,Mist,7/05/2013 5:00,2763,0
280.02,0.0,0.0,1,Clear,7/05/2013 6:00,6009,1
279.86,0.0,0.0,1,Clear,7/05/2013 7:00,6739,1
281.28,0.0,0.0,1,Clear,7/05/2013 8:00,6501,1
283.43,0.0,0.0,1,Clear,7/05/2013 9:00,5229,1
285.88,0.0,0.0,1,Clear,7/05/2013 10:00,4657,0
289.23,0.0,0.0,1,Clear,7/05/2013 11:00,4773,0
291.5,0.0,0.0,1,Clear,7/05/2013 12:00,4961,0
294.12,0.0,0.0,20,Clouds,7/05/2013 13:00,5073,1
294.55,0.0,0.0,1,Clear,7/05/2013 14:00,5296,1
295.41,0.0,0.0,1,Clear,7/05/2013 15:00,5919,1
296.07,0.0,0.0,1,Clear,7/05/2013 16:00,6763,1
295.88,0.0,0.0,75,Clouds,7/05/2013 17:00,6110,1
295.92,0.0,0.0,40,Clouds,7/05/2013 18:00,4556,0
295.54,0.0,0.0,1,Clear,7/05/2013 19:00,3229,0
294.92,0.0,0.0,1,Clear,7/05/2013 20:00,2975,0
293.13,0.0,0.0,1,Clear,7/05/2013 21:00,2503,0
290.48,0.0,0.0,1,Clear,7/05/2013 22:00,1963,0
289.08,0.0,0.0,1,Clear,7/05/2013 23:00,3874,0
287.91,0.0,0.0,1,Clear,8/05/2013 0:00,910,0
287.3,0.0,0.0,1,Clear,8/05/2013 1:00,460,0
286.13,0.0,0.0,1,Clear,8/05/2013 2:00,298,0
285.39,0.0,0.0,1,Clear,8/05/2013 3:00,373,0
284.36,0.0,0.0,1,Clear,8/05/2013 4:00,703,0
283.79,0.0,0.0,1,Clear,8/05/2013 5:00,2774,0
283.1,0.0,0.0,1,Clear,8/05/2013 6:00,5956,1
282.96,0.0,0.0,1,Mist,8/05/2013 7:00,6888,1
284.87,0.0,0.0,1,Clear,8/05/2013 8:00,5351,1
288.07,0.0,0.0,1,Clear,8/05/2013 9:00,5487,1
291.07,0.0,0.0,1,Clear,8/05/2013 10:00,4620,0
293.55,0.0,0.0,1,Clear,8/05/2013 11:00,4807,0
295.56,0.0,0.0,1,Clear,8/05/2013 12:00,5107,1
296.5,0.0,0.0,75,Clouds,8/05/2013 13:00,5137,1
297.58,0.0,0.0,40,Clouds,8/05/2013 14:00,5530,1
297.63,0.0,0.0,40,Clouds,8/05/2013 15:00,6089,1
297.88,0.0,0.0,40,Clouds,8/05/2013 16:00,6556,1
297.47,0.0,0.0,40,Clouds,8/05/2013 17:00,6271,1
297.67,0.0,0.0,75,Clouds,8/05/2013 18:00,4669,0
297.41,0.0,0.0,40,Clouds,8/05/2013 19:00,3375,0
296.6,0.0,0.0,1,Clear,8/05/2013 20:00,3219,0
293.3,0.0,0.0,40,Clouds,8/05/2013 21:00,2562,0
291.97,0.0,0.0,1,Clear,8/05/2013 22:00,1869,0
289.83,0.0,0.0,1,Clear,8/05/2013 23:00,1093,0
288.77,0.0,0.0,1,Clear,9/05/2013 0:00,576,0
288.36,0.0,0.0,1,Clear,9/05/2013 1:00,373,0
288.26,0.0,0.0,1,Clear,9/05/2013 2:00,262,0
288.76,0.0,0.0,1,Clear,9/05/2013 3:00,364,0
288.07,0.0,0.0,1,Clear,9/05/2013 4:00,756,0
286.93,0.0,0.0,75,Clouds,9/05/2013 5:00,2737,0
286.78,0.0,0.0,1,Rain,9/05/2013 6:00,5974,1
287.56,0.0,0.0,75,Rain,9/05/2013 7:00,6800,1
288.37,0.0,0.0,75,Clouds,9/05/2013 8:00,5813,1
290.47,0.0,0.0,40,Clouds,9/05/2013 9:00,5369,1
292.42,0.0,0.0,1,Clear,9/05/2013 10:00,4544,0
294.3,0.0,0.0,40,Clouds,9/05/2013 11:00,4947,0
295.56,0.0,0.0,40,Clouds,9/05/2013 12:00,5180,1
296.88,0.0,0.0,90,Clouds,9/05/2013 13:00,5253,1
297.2,0.0,0.0,1,Clear,9/05/2013 14:00,5598,1
296.95,0.0,0.0,40,Clouds,9/05/2013 15:00,6344,1
295.91,0.0,0.0,90,Drizzle,9/05/2013 16:00,6750,1
295.91,0.0,0.0,90,Drizzle,9/05/2013 16:00,6750,1
293.36,0.0,0.0,90,Drizzle,9/05/2013 17:00,6305,1
293.36,0.0,0.0,90,Rain,9/05/2013 17:00,6305,1
292.43,0.0,0.0,90,Rain,9/05/2013 18:00,4673,0
292.43,0.0,0.0,90,Rain,9/05/2013 18:00,4673,0
290.9,0.0,0.0,90,Rain,9/05/2013 19:00,3487,0
290.9,0.0,0.0,90,Rain,9/05/2013 19:00,3487,0
289.67,0.0,0.0,90,Rain,9/05/2013 20:00,3319,0
289.67,0.0,0.0,90,Rain,9/05/2013 20:00,3319,0
288.91,0.0,0.0,90,Rain,9/05/2013 21:00,3135,0
288.91,0.0,0.0,90,Mist,9/05/2013 21:00,3135,0
288.91,0.0,0.0,90,Rain,9/05/2013 21:00,3135,0
288.77,0.0,0.0,90,Rain,9/05/2013 22:00,2227,0
288.77,0.0,0.0,90,Rain,9/05/2013 22:00,2227,0
288.77,0.0,0.0,90,Drizzle,9/05/2013 22:00,2227,0
288.67,0.0,0.0,90,Drizzle,9/05/2013 23:00,1186,0
288.67,0.0,0.0,90,Rain,9/05/2013 23:00,1186,0
288.05,0.0,0.0,90,Rain,10/05/2013 0:00,680,0
288.05,0.0,0.0,90,Drizzle,10/05/2013 0:00,680,0
287.78,0.0,0.0,90,Clouds,10/05/2013 1:00,409,0
287.68,0.0,0.0,90,Clouds,10/05/2013 2:00,292,0
287.41,0.0,0.0,75,Rain,10/05/2013 3:00,366,0
287.46,0.0,0.0,90,Drizzle,10/05/2013 4:00,673,0
287.55,0.0,0.0,90,Clouds,10/05/2013 5:00,2503,0
287.41,0.0,0.0,90,Drizzle,10/05/2013 6:00,5628,1
287.08,0.0,0.0,90,Clouds,10/05/2013 7:00,6802,1
287.23,0.0,0.0,90,Rain,10/05/2013 8:00,5932,1
287.26,0.0,0.0,90,Clouds,10/05/2013 9:00,5143,1
287.1,0.0,0.0,90,Drizzle,10/05/2013 10:00,4812,0
286.75,0.0,0.0,90,Clouds,10/05/2013 11:00,5263,1
286.38,0.0,0.0,90,Clouds,10/05/2013 12:00,5577,1
284.58,0.0,0.0,90,Rain,10/05/2013 13:00,5457,1
284.58,0.0,0.0,90,Mist,10/05/2013 13:00,5457,1
284.18,0.0,0.0,90,Rain,10/05/2013 14:00,5825,1
283.49,0.0,0.0,90,Rain,10/05/2013 15:00,6284,1
283.3,0.0,0.0,90,Clouds,10/05/2013 16:00,6527,1
282.43,0.0,0.0,90,Clouds,10/05/2013 17:00,5937,1
281.95,0.0,0.0,90,Clouds,10/05/2013 18:00,5159,1
281.75,0.0,0.0,90,Clouds,10/05/2013 19:00,3748,0
281.43,0.0,0.0,90,Clouds,10/05/2013 20:00,3248,0
281.1,0.0,0.0,90,Clouds,10/05/2013 21:00,2965,0
280.81,0.0,0.0,90,Clouds,10/05/2013 22:00,2726,0
280.27,0.0,0.0,75,Clouds,10/05/2013 23:00,1683,0
279.77,0.0,0.0,75,Clouds,11/05/2013 0:00,962,0
279.05,0.0,0.0,1,Clear,11/05/2013 1:00,744,0
278.51,0.0,0.0,90,Clouds,11/05/2013 2:00,495,0
278.06,0.0,0.0,40,Clouds,11/05/2013 3:00,304,0
277.4,0.0,0.0,1,Clear,11/05/2013 4:00,329,0
276.31,0.0,0.0,20,Clouds,11/05/2013 5:00,562,0
275.75,0.0,0.0,1,Clear,11/05/2013 6:00,1167,0
275.76,0.0,0.0,1,Clear,11/05/2013 7:00,1731,0
276.81,0.0,0.0,1,Clear,11/05/2013 8:00,2512,0
278.59,0.0,0.0,1,Clear,11/05/2013 9:00,3253,0
280.76,0.0,0.0,1,Clear,11/05/2013 10:00,3193,0
282.69,0.0,0.0,1,Clear,11/05/2013 11:00,3544,0
284.91,0.0,0.0,1,Clear,11/05/2013 12:00,3793,0
287.09,0.0,0.0,1,Clear,11/05/2013 13:00,3678,0
288.72,0.0,0.0,1,Clear,11/05/2013 14:00,3391,0
290.01,0.0,0.0,1,Clear,11/05/2013 15:00,3441,0
290.97,0.0,0.0,1,Clear,11/05/2013 16:00,3280,0
291.5,0.0,0.0,1,Clear,11/05/2013 17:00,3228,0
291.74,0.0,0.0,1,Clear,11/05/2013 18:00,2771,0
291.51,0.0,0.0,1,Clear,11/05/2013 19:00,2394,0
290.43,0.0,0.0,75,Clouds,11/05/2013 20:00,2150,0
288.93,0.0,0.0,1,Clear,11/05/2013 21:00,2147,0
287.0,0.0,0.0,75,Clouds,11/05/2013 22:00,2053,0
286.71,0.0,0.0,75,Clouds,11/05/2013 23:00,1374,0
286.18,0.0,0.0,90,Drizzle,12/05/2013 0:00,1006,0
286.18,0.0,0.0,90,Rain,12/05/2013 0:00,1006,0
285.59,0.0,0.0,90,Clouds,12/05/2013 1:00,648,0
284.28,0.0,0.0,75,Squall,12/05/2013 2:00,420,0
282.26,0.0,0.0,75,Clouds,12/05/2013 3:00,297,0
280.23,0.0,0.0,1,Clear,12/05/2013 4:00,226,0
279.1,0.0,0.0,1,Clear,12/05/2013 5:00,378,0
278.24,0.0,0.0,1,Clear,12/05/2013 6:00,631,0
278.09,0.0,0.0,1,Clear,12/05/2013 7:00,955,0
278.68,0.0,0.0,40,Clouds,12/05/2013 8:00,1486,0
279.29,0.0,0.0,90,Clouds,12/05/2013 9:00,2256,0
279.95,0.0,0.0,90,Clouds,12/05/2013 10:00,2862,0
280.75,0.0,0.0,75,Clouds,12/05/2013 11:00,3094,0
281.75,0.0,0.0,40,Clouds,12/05/2013 12:00,3311,0
282.79,0.0,0.0,75,Clouds,12/05/2013 13:00,3277,0
283.37,0.0,0.0,1,Clear,12/05/2013 14:00,3121,0
283.26,0.0,0.0,75,Clouds,12/05/2013 15:00,3168,0
283.1,0.0,0.0,75,Clouds,12/05/2013 16:00,3004,0
283.38,0.0,0.0,75,Clouds,12/05/2013 17:00,2893,0
283.41,0.0,0.0,40,Clouds,12/05/2013 18:00,2754,0
283.3,0.0,0.0,40,Clouds,12/05/2013 19:00,2464,0
282.46,0.0,0.0,40,Clouds,12/05/2013 20:00,2341,0
281.09,0.0,0.0,20,Clouds,12/05/2013 21:00,2053,0
280.16,0.0,0.0,1,Clear,12/05/2013 22:00,1581,0
278.74,0.0,0.0,1,Clear,12/05/2013 23:00,878,0
277.57,0.0,0.0,1,Clear,13/05/2013 0:00,521,0
276.87,0.0,0.0,1,Clear,13/05/2013 1:00,269,0
276.3,0.0,0.0,1,Clear,13/05/2013 2:00,227,0
275.69,0.0,0.0,1,Clear,13/05/2013 3:00,289,0
274.77,0.0,0.0,1,Clear,13/05/2013 4:00,718,0
274.21,0.0,0.0,1,Clear,13/05/2013 5:00,2682,0
273.79,0.0,0.0,1,Clear,13/05/2013 6:00,5790,1
274.53,0.0,0.0,1,Clear,13/05/2013 7:00,6969,1
276.16,0.0,0.0,1,Clear,13/05/2013 8:00,5972,1
278.61,0.0,0.0,1,Clear,13/05/2013 9:00,5013,1
280.02,0.0,0.0,1,Clear,13/05/2013 10:00,4402,0
281.24,0.0,0.0,1,Clear,13/05/2013 11:00,4477,0
282.56,0.0,0.0,1,Clear,13/05/2013 12:00,4778,0
283.69,0.0,0.0,1,Clear,13/05/2013 13:00,4774,0
284.93,0.0,0.0,1,Clear,13/05/2013 14:00,5175,1
285.37,0.0,0.0,1,Clear,13/05/2013 15:00,5794,1
286.48,0.0,0.0,1,Clear,13/05/2013 16:00,6454,1
286.93,0.0,0.0,1,Clear,13/05/2013 17:00,6385,1
287.21,0.0,0.0,1,Clear,13/05/2013 18:00,4620,0
287.25,0.0,0.0,1,Clear,13/05/2013 19:00,3205,0
286.59,0.0,0.0,1,Clear,13/05/2013 20:00,2789,0
284.73,0.0,0.0,1,Clear,13/05/2013 21:00,2568,0
282.96,0.0,0.0,1,Clear,13/05/2013 22:00,1686,0
281.11,0.0,0.0,1,Clear,13/05/2013 23:00,958,0
279.3,0.0,0.0,1,Clear,14/05/2013 0:00,580,0
278.36,0.0,0.0,1,Clear,14/05/2013 1:00,324,0
277.66,0.0,0.0,1,Clear,14/05/2013 2:00,238,0
276.82,0.0,0.0,1,Clear,14/05/2013 3:00,344,0
276.18,0.0,0.0,1,Clear,14/05/2013 4:00,755,0
275.85,0.0,0.0,1,Clear,14/05/2013 5:00,2836,0
276.27,0.0,0.0,40,Clouds,14/05/2013 6:00,5590,1
277.38,0.0,0.0,1,Clear,14/05/2013 7:00,6501,1
279.03,0.0,0.0,90,Clouds,14/05/2013 8:00,5806,1
281.85,0.0,0.0,75,Clouds,14/05/2013 9:00,5046,1
286.53,0.0,0.0,75,Clouds,14/05/2013 10:00,4579,0
287.5,0.0,0.0,90,Rain,14/05/2013 11:00,4761,0
287.44,0.0,0.0,90,Rain,14/05/2013 12:00,4888,0
287.86,0.0,0.0,90,Rain,14/05/2013 13:00,5027,1
289.28,0.0,0.0,40,Clouds,14/05/2013 14:00,5640,1
290.73,0.0,0.0,1,Clear,14/05/2013 15:00,6093,1
292.22,0.0,0.0,1,Clear,14/05/2013 16:00,6653,1
293.74,0.0,0.0,1,Clear,14/05/2013 17:00,6445,1
295.09,0.0,0.0,75,Clouds,14/05/2013 18:00,5182,1
295.0,0.0,0.0,1,Clear,14/05/2013 19:00,3748,0
294.49,0.0,0.0,1,Clear,14/05/2013 20:00,3530,0
293.03,0.0,0.0,75,Clouds,14/05/2013 21:00,3282,0
292.57,0.0,0.0,1,Clear,14/05/2013 22:00,2286,0
291.59,0.0,0.0,1,Clear,14/05/2013 23:00,1350,0
291.05,0.0,0.0,1,Clear,15/05/2013 0:00,691,0
290.04,0.0,0.0,1,Clear,15/05/2013 1:00,389,0
288.64,0.0,0.0,1,Clear,15/05/2013 2:00,261,0
286.69,0.0,0.0,1,Clear,15/05/2013 3:00,349,0
285.73,0.0,0.0,1,Clear,15/05/2013 4:00,795,0
284.49,0.0,0.0,1,Clear,15/05/2013 5:00,2764,0
283.12,0.0,0.0,1,Clear,15/05/2013 6:00,5952,1
285.13,0.0,0.0,20,Clouds,15/05/2013 7:00,6624,1
287.82,0.0,0.0,1,Clear,15/05/2013 8:00,6618,1
292.46,0.0,0.0,1,Clear,15/05/2013 9:00,5449,1
295.22,0.0,0.0,75,Clouds,15/05/2013 10:00,4846,0
295.35,0.0,0.0,75,Rain,15/05/2013 11:00,5362,1
296.55,0.0,0.0,75,Clouds,15/05/2013 12:00,5162,1
299.52,0.0,0.0,40,Clouds,15/05/2013 13:00,5036,1
302.46,0.0,0.0,40,Clouds,15/05/2013 14:00,5409,1
304.66,0.0,0.0,1,Clear,15/05/2013 15:00,6236,1
306.61,0.0,0.0,20,Clouds,15/05/2013 16:00,6423,1
308.24,0.0,0.0,20,Clouds,15/05/2013 17:00,5982,1
307.66,0.0,0.0,1,Clear,15/05/2013 18:00,4858,0
306.02,0.0,0.0,1,Clear,15/05/2013 19:00,3536,0
303.83,0.0,0.0,1,Clear,15/05/2013 20:00,3147,0
300.28,0.0,0.0,1,Clear,15/05/2013 21:00,2934,0
298.27,0.0,0.0,1,Clear,15/05/2013 22:00,2257,0
296.21,0.0,0.0,1,Clear,15/05/2013 23:00,1254,0
294.76,0.0,0.0,1,Clear,16/05/2013 0:00,648,0
293.2,0.0,0.0,1,Clear,16/05/2013 1:00,382,0
291.53,0.0,0.0,1,Clear,16/05/2013 2:00,277,0
289.96,0.0,0.0,1,Clear,16/05/2013 3:00,335,0
288.53,0.0,0.0,1,Clear,16/05/2013 4:00,752,0
